conversation_id,user_a_id,user_b_id,conversation_text,avg_response_times_minutes,message_count_a,message_count_b,conversation_days,avg_message_length,last_response_hours_ago,status
C0382,U192,U043,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}]",4022.3,1,1,9,6.0,57,stalled
C0383,U012,U075,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""For sure""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Love that""}]",164.8,8,7,4,8.1,5,healthy
C0384,U040,U112,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}]",642.0,10,2,12,8.4,4,one_sided
C0385,U030,U139,"[{""speaker"": ""A"", ""message"": ""Hey!""}, {""speaker"": ""B"", ""message"": ""Yeah totally""}, {""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""A"", ""message"": ""Busy honestly""}, {""speaker"": ""B"", ""message"": ""Same""}]",2630.4,3,3,5,2.0,4,shallow
C0386,U042,U073,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",164.4,9,8,4,8.5,15,healthy
C0387,U031,U193,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",94.0,5,5,6,8.4,1,ready_for_event
C0388,U024,U006,"[{""speaker"": ""B"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""A"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}]",599.9,2,8,5,8.2,30,one_sided
C0389,U153,U061,"[{""speaker"": ""A"", ""message"": ""Pretty good""}, {""speaker"": ""B"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""A"", ""message"": ""Not really haha""}, {""speaker"": ""B"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Same""}]",1853.6,4,4,7,2.6,17,shallow
C0390,U064,U156,"[{""speaker"": ""B"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""A"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}]",695.4,2,12,11,9.9,10,one_sided
C0391,U174,U167,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a community yoga and tea gathering this weekend.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",23.2,5,5,9,8.3,9,ready_for_event
C0392,U180,U071,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly curious.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}]",364.5,13,3,2,8.5,3,one_sided
C0393,U139,U058,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""I saw a breathwork class nearby that feels pretty aligned.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",81.7,6,6,7,9.0,7,ready_for_event
C0394,U165,U028,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Haha same""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}]",19.4,9,9,3,5.8,5,healthy
C0395,U111,U020,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve had a busy week.""}, {""speaker"": ""B"", ""message"": ""Sorry just saw this.""}, {""speaker"": ""A"", ""message"": ""Yeah I relate to that.""}, {""speaker"": ""B"", ""message"": ""What kind of practices are you into?""}]",2414.6,3,3,8,5.5,38,stalled
C0396,U063,U197,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}]",1910.3,1,1,10,9.0,163,stalled
C0397,U198,U141,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Mostly curious.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}]",169.8,9,1,12,9.6,22,one_sided
C0398,U168,U145,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",277.4,8,8,6,8.8,4,ready_for_event
C0399,U023,U005,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",77.7,5,5,22,8.2,2,ready_for_event
C0400,U167,U175,"[{""speaker"": ""B"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""A"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",944.6,1,9,4,10.1,28,one_sided
C0401,U048,U031,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting more community honestly.""}, {""speaker"": ""A"", ""message"": ""Yeah I relate to that.""}, {""speaker"": ""B"", ""message"": ""What kind of practices are you into?""}, {""speaker"": ""A"", ""message"": ""Yeah I relate to that.""}]",4355.4,3,2,1,6.2,137,stalled
C0402,U080,U095,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Love that""}]",283.8,4,4,2,8.9,16,healthy
C0403,U195,U082,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}, {""speaker"": ""B"", ""message"": ""Sorry just saw this.""}, {""speaker"": ""A"", ""message"": ""Sorry just saw this.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve had a busy week.""}]",5144.8,3,3,1,4.8,116,stalled
C0404,U168,U096,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Nice""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}]",326.1,8,7,2,6.1,19,healthy
C0405,U114,U112,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Totally""}]",228.9,6,5,10,7.3,9,ready_for_event
C0406,U093,U007,"[{""speaker"": ""B"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""A"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}]",669.4,1,12,13,9.8,13,one_sided
C0407,U130,U137,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}]",373.1,9,8,3,7.9,4,healthy
C0408,U059,U151,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""Would you ever want to go to a kirtan together sometime?""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",7.4,6,6,6,8.5,11,ready_for_event
C0409,U063,U163,"[{""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""A"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""B"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""A"", ""message"": ""Same""}, {""speaker"": ""B"", ""message"": ""Yeah totally""}, {""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""A"", ""message"": ""That\u2019s cool""}, {""speaker"": ""B"", ""message"": ""Same""}, {""speaker"": ""A"", ""message"": ""Not really haha""}, {""speaker"": ""B"", ""message"": ""Same""}]",999.7,6,6,8,2.5,4,healthy
C0410,U063,U029,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",105.9,5,5,9,9.3,5,ready_for_event
C0411,U118,U128,"[{""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""That\u2019s cool""}, {""speaker"": ""A"", ""message"": ""Yeah totally""}, {""speaker"": ""B"", ""message"": ""Hey!""}, {""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""Busy honestly""}, {""speaker"": ""A"", ""message"": ""Hey!""}, {""speaker"": ""B"", ""message"": ""Same""}, {""speaker"": ""A"", ""message"": ""Yeah totally""}, {""speaker"": ""B"", ""message"": ""Yeah totally""}, {""speaker"": ""A"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""B"", ""message"": ""Pretty good""}]",1707.1,6,6,5,1.9,17,shallow
C0412,U011,U020,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}]",384.0,6,5,6,9.1,2,ready_for_event
